VALUEOID,VALVAL,VALLABEL,DATATYPE,LNGTH,DECDIG,NUMFMT,ORIGIN,VARORDER,CODELST,VALUELST,COMMENTS,COMPMETH,II
QS.QSCAT.FACT-COG.QSTESTCD,FACT0821,FACT08-Told Trouble Remembering Info,text,25,,,CRF,021,FACTL2,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0822,FACT08-Told Trouble Speaking Clearly,text,25,,,CRF,022,FACTL2,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0823,FACT08-Told Trouble Thinking Clearly,text,25,,,CRF,023,FACTL2,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0824,FACT08-Others Told I Seemed Confused,text,25,,,CRF,024,FACTL2,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0825,FACT08-Have Been Able to Concentrate,text,12,,,CRF,025,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0826,FACT08-Bring to Mind Words While Talking,text,12,,,CRF,026,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0827,FACT08-Able to Remember Things,text,12,,,CRF,027,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0828,FACT08-Able to Remember to Do Things,text,12,,,CRF,028,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0829,FACT08-Pay Attention and Keep Track,text,12,,,CRF,029,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0830,FACT08-Mind is as Sharp as Always,text,12,,,CRF,030,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0831,FACT08-Memory is as Good as Always,text,12,,,CRF,031,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0832,FACT08-Able to Shift btw Activities,text,12,,,CRF,032,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0833,FACT08-Able to Keep Track if Interrupted,text,12,,,CRF,033,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0834,FACT08-Upset About these Problems,text,12,,,CRF,034,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0835,FACT08-Interfered with Ability to Work,text,12,,,CRF,035,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0836,FACT08-Interfered doing Things I Enjoy,text,12,,,CRF,036,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,FACT0837,FACT08-Interfered with Quality of Life,text,12,,,CRF,037,FACTL,,,,
QS.QSCAT.FACT-COG.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,038,,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0201,FACT02-I Have a Lack of Energy,text,12,,,CRF,001,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0202,FACT02-I Have Nausea,text,12,,,CRF,002,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0203,FACT02-Trouble Meeting Needs of Family,text,12,,,CRF,003,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0204,FACT02-I Have Pain,text,12,,,CRF,004,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0205,FACT02-Bothered by Treatment Side Effect,text,12,,,CRF,005,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0206,FACT02-I Feel Ill,text,12,,,CRF,006,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0207,FACT02-I Am Forced to Spend Time in Bed,text,12,,,CRF,007,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0208,FACT02-I Feel Close to My Friends,text,12,,,CRF,008,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0209,FACT02-Get Emotional Support From Family,text,12,,,CRF,009,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0210,FACT02-I Get Support From My Friends,text,12,,,CRF,010,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0211,FACT02-My Family Has Accepted My Illness,text,12,,,CRF,011,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0212,FACT02-Satisfied Communication Illness,text,12,,,CRF,012,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0213,FACT02-I Feel Close to My Partner,text,12,,,CRF,013,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0214,FACT02-I Am Satisfied With My Sex Life,text,12,,,CRF,014,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0215,FACT02-I Feel Sad,text,12,,,CRF,015,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0216,FACT02-Satisfied With How I Am Coping,text,12,,,CRF,016,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0217,FACT02-Losing Hope Against Illness,text,12,,,CRF,017,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0218,FACT02-I Feel Nervous,text,12,,,CRF,018,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0219,FACT02-I Worry About Dying,text,12,,,CRF,019,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0220,FACT02-Worry My Condition Will Get Worse,text,12,,,CRF,020,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0221,FACT02-I Am Able to Work,text,12,,,CRF,021,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0222,FACT02-My Work Is Fulfilling,text,12,,,CRF,022,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0223,FACT02-I Am Able to Enjoy Life,text,12,,,CRF,023,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0224,FACT02-I Have Accepted My Illness,text,12,,,CRF,024,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0225,FACT02-I Am Sleeping Well,text,12,,,CRF,025,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0226,FACT02-Enjoy Things I Usually Do for Fun,text,12,,,CRF,026,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0227,FACT02-Content With Quality of My Life,text,12,,,CRF,027,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0228,FACT02-Certain Parts of Body Have Pain,text,12,,,CRF,028,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0229,FACT02-Bothered by Lumps or Swelling,text,12,,,CRF,029,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0230,FACT02-I Am Bothered by Fevers,text,12,,,CRF,030,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0231,FACT02-I Have Night Sweats,text,12,,,CRF,031,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0232,FACT02-I Am Bothered by Itching,text,12,,,CRF,032,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0233,FACT02-I Have Trouble Sleeping at Night,text,12,,,CRF,033,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0234,FACT02-I Get Tired Easily,text,12,,,CRF,034,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0235,FACT02-I Am Losing Weight,text,12,,,CRF,035,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0236,FACT02-I Have a Loss of Appetite,text,12,,,CRF,036,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0237,FACT02-I Have Trouble Concentrating,text,12,,,CRF,037,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0238,FACT02-I Worry About Getting Infections,text,12,,,CRF,038,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0239,FACT02-Worry That Might Get New Symptoms,text,12,,,CRF,039,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0240,FACT02-I Have Emotional Ups and Downs,text,12,,,CRF,040,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,FACT0241,FACT02-Difficulty Planning for Future,text,12,,,CRF,041,FACTL,,,,
QS.QSCAT.FACT-LYM.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,042,,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0601,FACT06-I Have a Lack of Energy,text,12,,,CRF,001,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0602,FACT06-I Have Nausea,text,12,,,CRF,002,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0603,FACT06-Trouble Meeting Needs of Family,text,12,,,CRF,003,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0604,FACT06-I Have Pain,text,12,,,CRF,004,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0605,FACT06-Bothered by Treatment Side Effect,text,12,,,CRF,005,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0606,FACT06-I Feel Ill,text,12,,,CRF,006,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0607,FACT06-I Am Forced to Spend Time in Bed,text,12,,,CRF,007,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0608,FACT06-I Feel Close to My Friends,text,12,,,CRF,008,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0609,FACT06-Get Emotional Support From Family,text,12,,,CRF,009,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0610,FACT06-I Get Support From My Friends,text,12,,,CRF,010,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0611,FACT06-My Family Has Accepted My Illness,text,12,,,CRF,011,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0612,FACT06-Satisfied Communication Illness,text,12,,,CRF,012,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0613,FACT06-I Feel Close to My Partner,text,12,,,CRF,013,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0614,FACT06-I Am Satisfied With My Sex Life,text,12,,,CRF,014,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0615,FACT06-I Feel Sad,text,12,,,CRF,015,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0616,FACT06-Satisfied With How I Am Coping,text,12,,,CRF,016,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0617,FACT06-Losing Hope Against Illness,text,12,,,CRF,017,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0618,FACT06-I Feel Nervous,text,12,,,CRF,018,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0619,FACT06-I Worry About Dying,text,12,,,CRF,019,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0620,FACT06-Worry My Condition Will Get Worse,text,12,,,CRF,020,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0621,FACT06-I Am Able to Work,text,12,,,CRF,021,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0622,FACT06-My Work Is Fulfilling,text,12,,,CRF,022,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0623,FACT06-I Am Able to Enjoy Life,text,12,,,CRF,023,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0624,FACT06-I Have Accepted My Illness,text,12,,,CRF,024,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0625,FACT06-I Am Sleeping Well,text,12,,,CRF,025,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0626,FACT06-Enjoy Things I Usually Do for Fun,text,12,,,CRF,026,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0627,FACT06-Content With Quality of My Life,text,12,,,CRF,027,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0628,FACT06-I Am Bothered by Fevers,text,12,,,CRF,028,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0629,FACT06-Certain Parts of Body Have Pain,text,12,,,CRF,029,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0630,FACT06-Bothered by the Chills,text,12,,,CRF,030,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0631,FACT06-I Have Night Sweats,text,12,,,CRF,031,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0632,FACT06-Bothered by Lumps or Swelling,text,12,,,CRF,032,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0633,FACT06-I Bleed Easily,text,12,,,CRF,033,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0634,FACT06-I Bruise Easily,text,12,,,CRF,034,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0635,FACT06-I Feel Weak All Over,text,12,,,CRF,035,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0636,FACT06-I Get Tired Easily,text,12,,,CRF,036,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0637,FACT06-I Am Losing Weight,text,12,,,CRF,037,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0638,FACT06-I Have a Good Appetite,text,12,,,CRF,038,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0639,FACT05-Able To Do My Usual Activities,text,12,,,CRF,039,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0640,FACT06-I Worry About Getting Infections,text,12,,,CRF,040,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0641,FACT06-I Feel Uncertain About My Future,text,12,,,CRF,041,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0642,FACT06-Worry That Might Get New Symptoms,text,12,,,CRF,042,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0643,FACT06-I Have Emotional Ups and Downs,text,12,,,CRF,043,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,FACT0644,FACT06-I Feel Isolated From Others,text,12,,,CRF,044,FACTL,,,,
QS.QSCAT.FACT-Leu.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,045,,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0401,FACT04-I Have a Lack of Energy,text,12,,,CRF,001,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0402,FACT04-I Have Nausea,text,12,,,CRF,002,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0403,FACT04-Trouble Meeting Needs of Family,text,12,,,CRF,003,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0404,FACT04-I Have Pain,text,12,,,CRF,004,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0405,FACT04-Bothered by Treatment Side Effect,text,12,,,CRF,005,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0406,FACT04-I Feel Ill,text,12,,,CRF,006,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0407,FACT04-I Am Forced to Spend Time in Bed,text,12,,,CRF,007,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0408,FACT04-I Feel Close to My Friends,text,12,,,CRF,008,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0409,FACT04-Get Emotional Support From Family,text,12,,,CRF,009,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0410,FACT04-I Get Support From My Friends,text,12,,,CRF,010,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0411,FACT04-My Family Has Accepted My Illness,text,12,,,CRF,011,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0412,FACT04-Satisfied Communication Illness,text,12,,,CRF,012,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0413,FACT04-I Feel Close to My Partner,text,12,,,CRF,013,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0414,FACT04-I Am Satisfied With My Sex Life,text,12,,,CRF,014,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0415,FACT04-I Feel Sad,text,12,,,CRF,015,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0416,FACT04-Satisfied With How I Am Coping,text,12,,,CRF,016,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0417,FACT04-Losing Hope Against Illness,text,12,,,CRF,017,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0418,FACT04-I Feel Nervous,text,12,,,CRF,018,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0419,FACT04-I Worry About Dying,text,12,,,CRF,019,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0420,FACT04-Worry My Condition Will Get Worse,text,12,,,CRF,020,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0421,FACT04-I Am Able to Work,text,12,,,CRF,021,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0422,FACT04-My Work Is Fulfilling,text,12,,,CRF,022,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0423,FACT04-I Am Able to Enjoy Life,text,12,,,CRF,023,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0424,FACT04-I Have Accepted My Illness,text,12,,,CRF,024,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0425,FACT04-I Am Sleeping Well,text,12,,,CRF,025,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0426,FACT04-Enjoy Things I Usually Do for Fun,text,12,,,CRF,026,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0427,FACT04-Content With Quality of My Life,text,12,,,CRF,027,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0428,FACT04-I Am Losing Weight,text,12,,,CRF,028,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0429,FACT04-I Have a Good Appetite,text,12,,,CRF,029,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0430,FACT04-I Have Aches and Pains,text,12,,,CRF,030,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0431,FACT04-Certain Parts of Body Have Pain,text,12,,,CRF,031,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0432,FACT04-Pain Keeps Me From Doing Things,text,12,,,CRF,032,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0433,FACT04-Satisfied With Comfort Level,text,12,,,CRF,033,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0434,FACT04-I Am Able to Feel Like a Man,text,12,,,CRF,034,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0435,FACT04-I Have Trouble Moving My Bowels,text,12,,,CRF,035,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0436,FACT04-I Have Difficulty Urinating,text,12,,,CRF,036,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0437,FACT04-I Urinate More Frequently,text,12,,,CRF,037,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0438,FACT04-Problem Urinating Limits Activity,text,12,,,CRF,038,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,FACT0439,"FACT04-Able to Have, Maintain Erection",text,12,,,CRF,039,FACTL,,,,
QS.QSCAT.FACT-P.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,040,,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0301,FACT03-I Have a Lack of Energy,text,12,,,CRF,001,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0302,FACT03-I Have Nausea,text,12,,,CRF,002,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0303,FACT03-Trouble Meeting Needs of Family,text,12,,,CRF,003,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0304,FACT03-I Have Pain,text,12,,,CRF,004,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0305,FACT03-Bothered by Treatment Side Effect,text,12,,,CRF,005,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0306,FACT03-I Feel Ill,text,12,,,CRF,006,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0307,FACT03-I Am Forced to Spend Time in Bed,text,12,,,CRF,007,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0308,FACT03-I Feel Close to My Friends,text,12,,,CRF,008,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0309,FACT03-Get Emotional Support From Family,text,12,,,CRF,009,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0310,FACT03-I Get Support From My Friends,text,12,,,CRF,010,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0311,FACT03-My Family Has Accepted My Illness,text,12,,,CRF,011,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0312,FACT03-Satisfied Communication Illness,text,12,,,CRF,012,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0313,FACT03-I Feel Close to My Partner,text,12,,,CRF,013,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0314,FACT03-I Am Satisfied With My Sex Life,text,12,,,CRF,014,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0315,FACT03-I Feel Sad,text,12,,,CRF,015,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0316,FACT03-Satisfied With How I Am Coping,text,12,,,CRF,016,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0317,FACT03-Losing Hope Against Illness,text,12,,,CRF,017,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0318,FACT03-I Feel Nervous,text,12,,,CRF,018,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0319,FACT03-I Worry About Dying,text,12,,,CRF,019,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0320,FACT03-Worry My Condition Will Get Worse,text,12,,,CRF,020,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0321,FACT03-I Am Able to Work,text,12,,,CRF,021,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0322,FACT03-My Work Is Fulfilling,text,12,,,CRF,022,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0323,FACT03-I Am Able to Enjoy Life,text,12,,,CRF,023,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0324,FACT03-I Have Accepted My Illness,text,12,,,CRF,024,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0325,FACT03-I Am Sleeping Well,text,12,,,CRF,025,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0326,FACT03-Enjoy Things I Usually Do for Fun,text,12,,,CRF,026,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0327,FACT03-Content With Quality of My Life,text,12,,,CRF,027,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0328,FACT03-Numbness or Tingling in My Hands,text,12,,,CRF,028,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0329,FACT03-Numbness or Tingling in My Feet,text,12,,,CRF,029,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0330,FACT03-I Feel Discomfort in My Hands,text,12,,,CRF,030,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0331,FACT03-I Feel Discomfort in My Feet,text,12,,,CRF,031,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0332,FACT03-Have Joint Pain or Muscle Cramps,text,12,,,CRF,032,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0333,FACT03-I Feel Weak All Over,text,12,,,CRF,033,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0334,FACT03-I Have Trouble Hearing,text,12,,,CRF,034,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0335,FACT03-Ringing or Buzzing in My Ears,text,12,,,CRF,035,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0336,FACT03-I Have Trouble Buttoning Buttons,text,12,,,CRF,036,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0337,FACT03-Trouble Feeling Small Objects,text,12,,,CRF,037,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,FACT0338,FACT03-I Have Trouble Walking,text,12,,,CRF,038,FACTL,,,,
QS.QSCAT.FACT/GOG-NTX.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,039,,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0201,FAQ02-Write Checks/Pay Bills/Checkbook,text,32,,,CRF,001,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0202,FAQ02-Assembling,text,32,,,CRF,002,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0203,FAQ02-Shopping Alone,text,32,,,CRF,003,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0204,FAQ02-Playing a Game of Skill,text,32,,,CRF,004,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0205,FAQ02-Heat Water/Make Coffee/Stove Off,text,32,,,CRF,005,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0206,FAQ02-Preparing a Balanced Meal,text,32,,,CRF,006,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0207,FAQ02-Keeping Track of Current Events,text,32,,,CRF,007,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0208,FAQ02-Paying Attention,text,32,,,CRF,008,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0209,FAQ02-Remembering,text,32,,,CRF,009,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,FAQ0210,FAQ02-Traveling,text,32,,,CRF,010,FAQL2,,,,
QS.QSCAT.FAQ-NACC.QSTESTCD,QSALL,Questionnaire Tests,text,1,,,CRF,011,,,,,
QS.QSCAT.FAQ.QSTESTCD,FAQ0101,FAQ01-Write Checks/Pay Bills/Checkbook,text,41,,,CRF,001,FAQL1,,,,
QS.QSCAT.FAQ.QSTESTCD,FAQ0102,FAQ01-Assembling,text,41,,,CRF,002,FAQL1,,,,
QS.QSCAT.FAQ.QSTESTCD,FAQ0103,FAQ01-Shopping Alone,text,41,,,CRF,003,FAQL1,,,,
QS.QSCAT.FAQ.QSTESTCD,FAQ0104,FAQ01-Playing a Game of Skill,text,41,,,CRF,004,FAQL1,,,,
QS.QSCAT.FAQ.QSTESTCD,FAQ0105,FAQ01-Heat Water/Make Coffee/Stove Off,text,41,,,CRF,005,FAQL1,,,,
